"","Suma","Promedio","Entidad","Date"
"2022",441,44.1,"Colima",2020-06-01
"2023",387,38.7,"Colima",2020-07-01
"2024",377,37.7,"Colima",2020-08-01
"2025",386,38.6,"Colima",2020-09-01
"2026",418,41.8,"Colima",2020-10-01
"2027",356,35.6,"Colima",2020-11-01
"2028",319,31.9,"Colima",2020-12-01
"2029",428,10.974358974359,"Durango",2020-01-01
"2030",472,12.1025641025641,"Durango",2020-02-01
"2031",596,15.2820512820513,"Durango",2020-03-01
"2032",374,9.58974358974359,"Durango",2020-04-01
"2033",432,11.0769230769231,"Durango",2020-05-01
"2034",449,11.5128205128205,"Durango",2020-06-01
"2035",481,12.3333333333333,"Durango",2020-07-01
"2036",487,12.4871794871795,"Durango",2020-08-01
"2037",468,12,"Durango",2020-09-01
"2038",440,11.2820512820513,"Durango",2020-10-01
"2039",251,6.43589743589744,"Durango",2020-11-01
"2040",341,8.74358974358974,"Durango",2020-12-01
"2041",775,16.8478260869565,"Guanajuato",2020-01-01
"2042",865,18.804347826087,"Guanajuato",2020-02-01
"2043",997,21.6739130434783,"Guanajuato",2020-03-01
"2044",730,15.8695652173913,"Guanajuato",2020-04-01
"2045",751,16.3260869565217,"Guanajuato",2020-05-01
"2046",835,18.1521739130435,"Guanajuato",2020-06-01
"2047",819,17.804347826087,"Guanajuato",2020-07-01
"2048",801,17.4130434782609,"Guanajuato",2020-08-01
"2049",851,18.5,"Guanajuato",2020-09-01
"2050",997,21.6739130434783,"Guanajuato",2020-10-01
"2051",838,18.2173913043478,"Guanajuato",2020-11-01
"2052",776,16.8695652173913,"Guanajuato",2020-12-01
"2053",269,3.32098765432099,"Guerrero",2020-01-01
"2054",283,3.49382716049383,"Guerrero",2020-02-01
"2055",317,3.91358024691358,"Guerrero",2020-03-01
"2056",179,2.20987654320988,"Guerrero",2020-04-01
"2057",147,1.81481481481481,"Guerrero",2020-05-01
"2058",196,2.41975308641975,"Guerrero",2020-06-01
"2059",257,3.17283950617284,"Guerrero",2020-07-01
"2060",277,3.41975308641975,"Guerrero",2020-08-01
"2061",266,3.28395061728395,"Guerrero",2020-09-01
"2062",289,3.5679012345679,"Guerrero",2020-10-01
"2063",273,3.37037037037037,"Guerrero",2020-11-01
"2064",243,3,"Guerrero",2020-12-01
"2065",406,4.83333333333333,"Hidalgo",2020-01-01
"2066",435,5.17857142857143,"Hidalgo",2020-02-01
"2067",631,7.51190476190476,"Hidalgo",2020-03-01
"2068",576,6.85714285714286,"Hidalgo",2020-04-01
"2069",408,4.85714285714286,"Hidalgo",2020-05-01
"2070",522,6.21428571428571,"Hidalgo",2020-06-01
"2071",511,6.08333333333333,"Hidalgo",2020-07-01
"2072",451,5.36904761904762,"Hidalgo",2020-08-01
"2073",508,6.04761904761905,"Hidalgo",2020-09-01
"2074",479,5.70238095238095,"Hidalgo",2020-10-01
"2075",423,5.03571428571429,"Hidalgo",2020-11-01
"2076",374,4.45238095238095,"Hidalgo",2020-12-01
"2077",777,6.16666666666667,"Jalisco",2020-01-01
"2078",943,7.48412698412698,"Jalisco",2020-02-01
"2079",1094,8.68253968253968,"Jalisco",2020-03-01
"2080",965,7.65873015873016,"Jalisco",2020-04-01
"2081",1116,8.85714285714286,"Jalisco",2020-05-01
"2082",1198,9.50793650793651,"Jalisco",2020-06-01
"2083",1106,8.77777777777778,"Jalisco",2020-07-01
"2084",999,7.92857142857143,"Jalisco",2020-08-01
"2085",941,7.46825396825397,"Jalisco",2020-09-01
"2086",1026,8.14285714285714,"Jalisco",2020-10-01
"2087",858,6.80952380952381,"Jalisco",2020-11-01
"2088",867,6.88095238095238,"Jalisco",2020-12-01
"2089",884,7.072,"Mexico",2020-01-01
"2090",995,7.96,"Mexico",2020-02-01
"2091",998,7.984,"Mexico",2020-03-01
"2092",1449,11.592,"Mexico",2020-04-01
"2093",1392,11.136,"Mexico",2020-05-01
"2094",1616,12.928,"Mexico",2020-06-01
"2095",1594,12.752,"Mexico",2020-07-01
"2096",1592,12.736,"Mexico",2020-08-01
"2097",1716,13.728,"Mexico",2020-09-01
"2098",1639,13.112,"Mexico",2020-10-01
"2099",1524,12.192,"Mexico",2020-11-01
"2100",1516,12.128,"Mexico",2020-12-01
"2101",78,0.690265486725664,"Michoacan de Ocampo",2020-01-01
"2102",73,0.646017699115044,"Michoacan de Ocampo",2020-02-01
"2103",121,1.07079646017699,"Michoacan de Ocampo",2020-03-01
"2104",113,1,"Michoacan de Ocampo",2020-04-01
"2105",100,0.884955752212389,"Michoacan de Ocampo",2020-05-01
"2106",118,1.04424778761062,"Michoacan de Ocampo",2020-06-01
"2107",108,0.955752212389381,"Michoacan de Ocampo",2020-07-01
"2108",95,0.84070796460177,"Michoacan de Ocampo",2020-08-01
"2109",105,0.929203539823009,"Michoacan de Ocampo",2020-09-01
"2110",111,0.982300884955752,"Michoacan de Ocampo",2020-10-01
"2111",89,0.787610619469027,"Michoacan de Ocampo",2020-11-01
"2112",74,0.654867256637168,"Michoacan de Ocampo",2020-12-01
"2113",424,12.8484848484848,"Morelos",2020-01-01
"2114",459,13.9090909090909,"Morelos",2020-02-01
"2115",520,15.7575757575758,"Morelos",2020-03-01
"2116",320,9.6969696969697,"Morelos",2020-04-01
"2117",315,9.54545454545454,"Morelos",2020-05-01
"2118",381,11.5454545454545,"Morelos",2020-06-01
"2119",433,13.1212121212121,"Morelos",2020-07-01
"2120",467,14.1515151515152,"Morelos",2020-08-01
"2121",402,12.1818181818182,"Morelos",2020-09-01
"2122",420,12.7272727272727,"Morelos",2020-10-01
"2123",395,11.969696969697,"Morelos",2020-11-01
"2124",402,12.1818181818182,"Morelos",2020-12-01
"2125",60,3,"Nayarit",2020-01-01
"2126",97,4.85,"Nayarit",2020-02-01
"2127",82,4.1,"Nayarit",2020-03-01
"2128",49,2.45,"Nayarit",2020-04-01
"2129",48,2.4,"Nayarit",2020-05-01
"2130",68,3.4,"Nayarit",2020-06-01
"2131",64,3.2,"Nayarit",2020-07-01
"2132",74,3.7,"Nayarit",2020-08-01
"2133",81,4.05,"Nayarit",2020-09-01
"2134",93,4.65,"Nayarit",2020-10-01
"2135",79,3.95,"Nayarit",2020-11-01
"2136",69,3.45,"Nayarit",2020-12-01
"2137",1312,25.7254901960784,"Nuevo Leon",2020-01-01
"2138",1258,24.6666666666667,"Nuevo Leon",2020-02-01
"2139",1670,32.7450980392157,"Nuevo Leon",2020-03-01
"2140",1195,23.4313725490196,"Nuevo Leon",2020-04-01
"2141",1356,26.5882352941176,"Nuevo Leon",2020-05-01
"2142",1569,30.7647058823529,"Nuevo Leon",2020-06-01
"2143",1529,29.9803921568627,"Nuevo Leon",2020-07-01
"2144",1709,33.5098039215686,"Nuevo Leon",2020-08-01
"2145",1838,36.0392156862745,"Nuevo Leon",2020-09-01
"2146",1734,34,"Nuevo Leon",2020-10-01
"2147",1486,29.1372549019608,"Nuevo Leon",2020-11-01
"2148",1284,25.1764705882353,"Nuevo Leon",2020-12-01
"2149",499,0.873905429071804,"Oaxaca",2020-01-01
"2150",574,1.00525394045534,"Oaxaca",2020-02-01
"2151",650,1.13835376532399,"Oaxaca",2020-03-01
"2152",445,0.779334500875657,"Oaxaca",2020-04-01
"2153",463,0.810858143607706,"Oaxaca",2020-05-01
"2154",421,0.737302977232925,"Oaxaca",2020-06-01
"2155",527,0.922942206654991,"Oaxaca",2020-07-01
"2156",562,0.984238178633975,"Oaxaca",2020-08-01
"2157",595,1.04203152364273,"Oaxaca",2020-09-01
"2158",606,1.06129597197898,"Oaxaca",2020-10-01
"2159",567,0.992994746059545,"Oaxaca",2020-11-01
"2160",565,0.989492119089317,"Oaxaca",2020-12-01
"2161",738,3.40092165898618,"Puebla",2020-01-01
"2162",795,3.66359447004608,"Puebla",2020-02-01
"2163",981,4.52073732718894,"Puebla",2020-03-01
"2164",766,3.52995391705069,"Puebla",2020-04-01
"2165",698,3.21658986175115,"Puebla",2020-05-01
"2166",758,3.49308755760369,"Puebla",2020-06-01
"2167",780,3.59447004608295,"Puebla",2020-07-01
"2168",738,3.40092165898618,"Puebla",2020-08-01
"2169",687,3.16589861751152,"Puebla",2020-09-01
"2170",753,3.47004608294931,"Puebla",2020-10-01
"2171",703,3.23963133640553,"Puebla",2020-11-01
"2172",728,3.35483870967742,"Puebla",2020-12-01
"2173",260,13.6842105263158,"Queretaro",2020-01-01
"2174",298,15.6842105263158,"Queretaro",2020-02-01
"2175",376,19.7894736842105,"Queretaro",2020-03-01
"2176",297,15.6315789473684,"Queretaro",2020-04-01
"2177",308,16.2105263157895,"Queretaro",2020-05-01
"2178",261,13.7368421052632,"Queretaro",2020-06-01
"2179",342,18,"Queretaro",2020-07-01
"2180",295,15.5263157894737,"Queretaro",2020-08-01
"2181",274,14.4210526315789,"Queretaro",2020-09-01
"2182",313,16.4736842105263,"Queretaro",2020-10-01
"2183",281,14.7894736842105,"Queretaro",2020-11-01
"2184",247,13,"Queretaro",2020-12-01
"2185",363,33,"Quintana Roo",2020-01-01
"2186",370,33.6363636363636,"Quintana Roo",2020-02-01
"2187",518,47.0909090909091,"Quintana Roo",2020-03-01
"2188",257,23.3636363636364,"Quintana Roo",2020-04-01
"2189",297,27,"Quintana Roo",2020-05-01
"2190",402,36.5454545454545,"Quintana Roo",2020-06-01
"2191",409,37.1818181818182,"Quintana Roo",2020-07-01
"2192",415,37.7272727272727,"Quintana Roo",2020-08-01
"2193",509,46.2727272727273,"Quintana Roo",2020-09-01
"2194",353,32.0909090909091,"Quintana Roo",2020-10-01
"2195",440,40,"Quintana Roo",2020-11-01
"2196",480,43.6363636363636,"Quintana Roo",2020-12-01
"2197",604,10.4137931034483,"San Luis Potosi",2020-01-01
"2198",639,11.0172413793103,"San Luis Potosi",2020-02-01
"2199",703,12.1206896551724,"San Luis Potosi",2020-03-01
"2200",586,10.1034482758621,"San Luis Potosi",2020-04-01
"2201",606,10.448275862069,"San Luis Potosi",2020-05-01
"2202",713,12.2931034482759,"San Luis Potosi",2020-06-01
"2203",756,13.0344827586207,"San Luis Potosi",2020-07-01
"2204",576,9.93103448275862,"San Luis Potosi",2020-08-01
"2205",680,11.7241379310345,"San Luis Potosi",2020-09-01
"2206",698,12.0344827586207,"San Luis Potosi",2020-10-01
"2207",641,11.051724137931,"San Luis Potosi",2020-11-01
"2208",579,9.98275862068965,"San Luis Potosi",2020-12-01
"2209",341,18.9444444444444,"Sinaloa",2020-01-01
"2210",362,20.1111111111111,"Sinaloa",2020-02-01
"2211",371,20.6111111111111,"Sinaloa",2020-03-01
"2212",263,14.6111111111111,"Sinaloa",2020-04-01
"2213",409,22.7222222222222,"Sinaloa",2020-05-01
"2214",466,25.8888888888889,"Sinaloa",2020-06-01
"2215",445,24.7222222222222,"Sinaloa",2020-07-01
"2216",512,28.4444444444444,"Sinaloa",2020-08-01
"2217",494,27.4444444444444,"Sinaloa",2020-09-01
"2218",512,28.4444444444444,"Sinaloa",2020-10-01
"2219",466,25.8888888888889,"Sinaloa",2020-11-01
"2220",497,27.6111111111111,"Sinaloa",2020-12-01
"2221",314,4.24324324324324,"Sonora",2020-01-01
"2222",371,5.01351351351351,"Sonora",2020-02-01
"2223",381,5.14864864864865,"Sonora",2020-03-01
"2224",174,2.35135135135135,"Sonora",2020-04-01
"2225",589,7.95945945945946,"Sonora",2020-05-01
"2226",460,6.21621621621622,"Sonora",2020-06-01
"2227",376,5.08108108108108,"Sonora",2020-07-01
"2228",492,6.64864864864865,"Sonora",2020-08-01
"2229",542,7.32432432432432,"Sonora",2020-09-01
"2230",589,7.95945945945946,"Sonora",2020-10-01
"2231",645,8.71621621621622,"Sonora",2020-11-01
"2232",517,6.98648648648649,"Sonora",2020-12-01
"2233",558,32.8235294117647,"Tabasco",2020-01-01
"2234",607,35.7058823529412,"Tabasco",2020-02-01
"2235",587,34.5294117647059,"Tabasco",2020-03-01
"2236",258,15.1764705882353,"Tabasco",2020-04-01
"2237",270,15.8823529411765,"Tabasco",2020-05-01
"2238",492,28.9411764705882,"Tabasco",2020-06-01
"2239",625,36.7647058823529,"Tabasco",2020-07-01
"2240",681,40.0588235294118,"Tabasco",2020-08-01
"2241",660,38.8235294117647,"Tabasco",2020-09-01
"2242",668,39.2941176470588,"Tabasco",2020-10-01
"2243",487,28.6470588235294,"Tabasco",2020-11-01
"2244",552,32.4705882352941,"Tabasco",2020-12-01
"2245",503,11.6976744186047,"Tamaulipas",2020-01-01
"2246",539,12.5348837209302,"Tamaulipas",2020-02-01
"2247",657,15.2790697674419,"Tamaulipas",2020-03-01
"2248",412,9.58139534883721,"Tamaulipas",2020-04-01
"2249",464,10.7906976744186,"Tamaulipas",2020-05-01
"2250",605,14.0697674418605,"Tamaulipas",2020-06-01
"2251",501,11.6511627906977,"Tamaulipas",2020-07-01
"2252",592,13.7674418604651,"Tamaulipas",2020-08-01
"2253",604,14.046511627907,"Tamaulipas",2020-09-01
"2254",589,13.6976744186047,"Tamaulipas",2020-10-01
"2255",511,11.8837209302326,"Tamaulipas",2020-11-01
"2256",490,11.3953488372093,"Tamaulipas",2020-12-01
"2257",0,0,"Tlaxcala",2020-01-01
"2258",5,0.0833333333333333,"Tlaxcala",2020-02-01
"2259",0,0,"Tlaxcala",2020-03-01
"2260",0,0,"Tlaxcala",2020-04-01
"2261",2,0.0333333333333333,"Tlaxcala",2020-05-01
"2262",0,0,"Tlaxcala",2020-06-01
"2263",0,0,"Tlaxcala",2020-07-01
"2264",1,0.0166666666666667,"Tlaxcala",2020-08-01
"2265",1,0.0166666666666667,"Tlaxcala",2020-09-01
"2266",2,0.0333333333333333,"Tlaxcala",2020-10-01
"2267",6,0.1,"Tlaxcala",2020-11-01
"2268",1,0.0166666666666667,"Tlaxcala",2020-12-01
"2269",613,2.86448598130841,"Veracruz de Ignacio de la Llave",2020-01-01
"2270",925,4.32242990654206,"Veracruz de Ignacio de la Llave",2020-02-01
"2271",942,4.4018691588785,"Veracruz de Ignacio de la Llave",2020-03-01
"2272",806,3.76635514018692,"Veracruz de Ignacio de la Llave",2020-04-01
"2273",759,3.54672897196262,"Veracruz de Ignacio de la Llave",2020-05-01
"2274",853,3.98598130841122,"Veracruz de Ignacio de la Llave",2020-06-01
"2275",924,4.31775700934579,"Veracruz de Ignacio de la Llave",2020-07-01
"2276",859,4.01401869158879,"Veracruz de Ignacio de la Llave",2020-08-01
"2277",1002,4.68224299065421,"Veracruz de Ignacio de la Llave",2020-09-01
"2278",1023,4.7803738317757,"Veracruz de Ignacio de la Llave",2020-10-01
"2279",866,4.04672897196262,"Veracruz de Ignacio de la Llave",2020-11-01
"2280",814,3.80373831775701,"Veracruz de Ignacio de la Llave",2020-12-01
"2281",58,0.547169811320755,"Yucatan",2020-01-01
"2282",73,0.688679245283019,"Yucatan",2020-02-01
"2283",87,0.820754716981132,"Yucatan",2020-03-01
"2284",26,0.245283018867925,"Yucatan",2020-04-01
"2285",30,0.283018867924528,"Yucatan",2020-05-01
"2286",46,0.433962264150943,"Yucatan",2020-06-01
"2287",42,0.39622641509434,"Yucatan",2020-07-01
"2288",45,0.424528301886792,"Yucatan",2020-08-01
"2289",71,0.669811320754717,"Yucatan",2020-09-01
"2290",73,0.688679245283019,"Yucatan",2020-10-01
"2291",105,0.990566037735849,"Yucatan",2020-11-01
"2292",70,0.660377358490566,"Yucatan",2020-12-01
"2293",246,4.24137931034483,"Zacatecas",2020-01-01
"2294",237,4.08620689655172,"Zacatecas",2020-02-01
"2295",288,4.96551724137931,"Zacatecas",2020-03-01
"2296",245,4.22413793103448,"Zacatecas",2020-04-01
"2297",262,4.51724137931035,"Zacatecas",2020-05-01
"2298",363,6.25862068965517,"Zacatecas",2020-06-01
"2299",291,5.01724137931035,"Zacatecas",2020-07-01
"2300",323,5.56896551724138,"Zacatecas",2020-08-01
"2301",266,4.58620689655172,"Zacatecas",2020-09-01
"2302",266,4.58620689655172,"Zacatecas",2020-10-01
"2303",285,4.91379310344828,"Zacatecas",2020-11-01
"2304",243,4.18965517241379,"Zacatecas",2020-12-01
